student_id,academic_year,subject_code,attendance_percentage,participation_score
S944-25,2024-2025,SUB05,68,4
S946-24,2023-2024,SUB05,54,4
S448-24,2023-2024,SUB03,54,7
S950-24,2023-2024,SUB05,75,4
S951-24,2023-2024,SUB01,52,4
S833-25,2024-2025,SUB03,54,7
S955-25,2024-2025,SUB01,45,4
S957-24,2023-2024,SUB04,53,4
S959-24,2023-2024,SUB01,45,4
S959-24,2023-2024,SUB04,47,4
S358-25,2024-2025,SUB02,56,8
S791-24,2023-2024,SUB03,54,8
S138-24,2023-2024,SUB02,56,5
S442-25,2024-2025,SUB02,56,5
S176-24,2023-2024,SUB03,54,6
S970-25,2024-2025,SUB05,89,4
S980-25,2024-2025,SUB03,54,6
S104-25,2024-2025,SUB03,54,5
S973-25,2024-2025,SUB05,54,4
S974-24,2023-2024,SUB05,59,4
S979-25,2024-2025,SUB01,57,4
S450-25,2024-2025,SUB02,56,5
S111-25,2024-2025,SUB02,56,4
S983-25,2024-2025,SUB05,76,4
S768-25,2024-2025,SUB02,56,4
S500-24,2023-2024,SUB03,54,5
S986-25,2024-2025,SUB01,54,4
S987-24,2023-2024,SUB01,76,4
S745-25,2024-2025,SUB03,54,4
S990-25,2024-2025,SUB01,53,4
S990-25,2024-2025,SUB04,40,4
S991-24,2023-2024,SUB01,55,4
S993-25,2024-2025,SUB01,66,4
S158-25,2024-2025,SUB03,54,3
S235-24,2023-2024,SUB02,56,3
S997-24,2023-2024,SUB04,60,4
S957-24,2023-2024,SUB03,54,3
S998-25,2024-2025,SUB05,61,4
S447-25,2024-2025,SUB03,54,2
S357-24,2023-2024,SUB02,56,3
S1000-25,2024-2025,SUB04,95,4
S847-24,2023-2024,SUB01,79,4
S156-25,2024-2025,SUB04,47,4
S347-24,2023-2024,SUB01,89,4
S249-25,2024-2025,SUB01,93,4
S521-25,2024-2025,SUB04,88,4
S001-24,2023-2024,SUB01,84,3
S003-24,2023-2024,SUB05,51,3
S005-24,2023-2024,SUB05,91,3
S007-24,2023-2024,SUB05,60,3
S033-25,2024-2025,SUB02,56,2
S147-25,2024-2025,SUB02,56,2
S759-24,2023-2024,SUB03,54,2
S251-25,2024-2025,SUB02,56,2
S018-24,2023-2024,SUB04,93,3
S019-24,2023-2024,SUB01,84,3
S309-25,2024-2025,SUB02,56,2
S022-25,2024-2025,SUB01,70,3
S363-24,2023-2024,SUB02,56,2
S027-25,2024-2025,SUB04,74,3
S036-24,2023-2024,SUB01,77,3
S038-25,2024-2025,SUB01,46,3
S039-24,2023-2024,SUB01,79,3
S199-24,2023-2024,SUB02,56,0
S042-24,2023-2024,SUB05,60,3
S045-25,2024-2025,SUB05,40,3
S047-24,2023-2024,SUB05,44,3
S049-25,2024-2025,SUB01,83,3
S521-25,2024-2025,SUB02,56,
S732-24,2023-2024,SUB02,55,7
S907-24,2023-2024,SUB02,55,7
S056-25,2024-2025,SUB04,49,3
S057-24,2023-2024,SUB04,63,3
S643-24,2023-2024,SUB03,54,1
S058-25,2024-2025,SUB05,91,3
S102-25,2024-2025,SUB02,55,7
S060-25,2024-2025,SUB05,92,3
S636-25,2024-2025,SUB02,55,8
S061-25,2024-2025,SUB04,59,3
S061-25,2024-2025,SUB05,94,3
S258-25,2024-2025,SUB03,53,7
S067-25,2024-2025,SUB01,74,3
S070-25,2024-2025,SUB05,61,3
S072-25,2024-2025,SUB05,85,3
S077-24,2023-2024,SUB05,56,3
S226-25,2024-2025,SUB02,55,7
S507-25,2024-2025,SUB02,55,7
S082-25,2024-2025,SUB05,77,3
S379-24,2023-2024,SUB03,53,7
S083-24,2023-2024,SUB04,56,3
S085-24,2023-2024,SUB04,82,3
S402-24,2023-2024,SUB03,53,7
S091-24,2023-2024,SUB04,40,3
S092-25,2024-2025,SUB01,46,3
S094-24,2023-2024,SUB05,45,3
S095-24,2023-2024,SUB04,48,3
S095-24,2023-2024,SUB05,81,3
S096-25,2024-2025,SUB01,50,3
S591-24,2023-2024,SUB03,53,7
S099-24,2023-2024,SUB05,40,3
S623-24,2023-2024,SUB03,53,7
S849-24,2023-2024,SUB03,53,7
S121-25,2024-2025,SUB02,55,6
S678-25,2024-2025,SUB03,53,8
S113-25,2024-2025,SUB05,41,3
S114-24,2023-2024,SUB05,75,3
S115-24,2023-2024,SUB01,54,3
S129-25,2024-2025,SUB02,55,6
S117-25,2024-2025,SUB04,63,3
S118-24,2023-2024,SUB05,63,3
S121-25,2024-2025,SUB04,61,3
S123-24,2023-2024,SUB05,66,3
S639-25,2024-2025,SUB02,55,6
S129-25,2024-2025,SUB01,58,3
S129-25,2024-2025,SUB04,85,3
S130-24,2023-2024,SUB05,44,3
S132-24,2023-2024,SUB01,52,3
S135-25,2024-2025,SUB04,72,3
S136-25,2024-2025,SUB05,87,3
S138-24,2023-2024,SUB05,92,3
S139-24,2023-2024,SUB05,60,3
S140-25,2024-2025,SUB04,70,3
S142-25,2024-2025,SUB01,48,3
S144-24,2023-2024,SUB01,75,3
S149-25,2024-2025,SUB05,50,3
S150-24,2023-2024,SUB01,89,3
S830-24,2023-2024,SUB03,53,8
S152-24,2023-2024,SUB01,94,3
S152-24,2023-2024,SUB04,55,3
S157-24,2023-2024,SUB04,75,3
S058-25,2024-2025,SUB03,53,7
S420-24,2023-2024,SUB03,53,7
S162-24,2023-2024,SUB01,51,3
S006-25,2024-2025,SUB02,55,5
S789-25,2024-2025,SUB03,53,7
S169-24,2023-2024,SUB04,44,3
S170-24,2023-2024,SUB01,80,3
S074-25,2024-2025,SUB02,55,5
S119-24,2023-2024,SUB02,55,5
S874-24,2023-2024,SUB02,55,5
S178-25,2024-2025,SUB04,84,3
S271-25,2024-2025,SUB03,53,5
S181-25,2024-2025,SUB04,50,3
S594-25,2024-2025,SUB03,53,5
S187-24,2023-2024,SUB04,60,3
S187-24,2023-2024,SUB05,61,3
S191-25,2024-2025,SUB04,70,3
S786-25,2024-2025,SUB03,53,5
S192-24,2023-2024,SUB04,53,3
S193-25,2024-2025,SUB04,75,3
S046-25,2024-2025,SUB02,55,4
S194-25,2024-2025,SUB04,55,3
S195-25,2024-2025,SUB05,49,3
S196-25,2024-2025,SUB01,83,3
S196-25,2024-2025,SUB04,72,3
S199-24,2023-2024,SUB01,38,3
S199-24,2023-2024,SUB05,52,3
S439-24,2023-2024,SUB03,53,4
S209-24,2023-2024,SUB05,92,3
S210-24,2023-2024,SUB05,62,3
S435-24,2023-2024,SUB02,55,4
S216-24,2023-2024,SUB05,60,3
S110-24,2023-2024,SUB03,53,3
S351-25,2024-2025,SUB03,53,3
S218-24,2023-2024,SUB04,51,3
S219-25,2024-2025,SUB01,41,3
S219-25,2024-2025,SUB04,36,3
S221-24,2023-2024,SUB05,,3
S416-24,2023-2024,SUB03,53,3
S227-24,2023-2024,SUB04,60,3
S227-24,2023-2024,SUB05,64,3
S176-24,2023-2024,SUB02,55,3
S228-25,2024-2025,SUB05,51,3
S231-24,2023-2024,SUB04,68,3
S232-25,2024-2025,SUB04,45,3
S234-24,2023-2024,SUB01,58,3
S954-24,2023-2024,SUB02,55,3
S237-24,2023-2024,SUB05,72,3
S238-25,2024-2025,SUB04,90,3
S242-25,2024-2025,SUB01,,3
S449-25,2024-2025,SUB02,55,2
S243-24,2023-2024,SUB04,81,3
S682-25,2024-2025,SUB02,55,
S247-25,2024-2025,SUB05,42,3
S493-25,2024-2025,SUB03,53,2
S252-24,2023-2024,SUB05,,3
S839-25,2024-2025,SUB02,55,
S662-24,2023-2024,SUB03,53,2
S257-24,2023-2024,SUB04,60,3
S260-24,2023-2024,SUB05,76,3
S262-24,2023-2024,SUB01,93,3
S263-24,2023-2024,SUB01,48,3
S959-24,2023-2024,SUB03,53,2
S264-24,2023-2024,SUB05,58,3
S265-24,2023-2024,SUB01,70,3
S268-24,2023-2024,SUB01,41,3
S164-25,2024-2025,SUB03,53,0
S269-24,2023-2024,SUB05,80,3
S577-24,2023-2024,SUB03,52,7
S270-24,2023-2024,SUB05,45,3
S325-24,2023-2024,SUB02,54,7
S273-24,2023-2024,SUB04,56,3
S275-25,2024-2025,SUB05,60,3
S607-25,2024-2025,SUB03,52,7
S007-24,2023-2024,SUB03,52,8
S283-24,2023-2024,SUB04,46,3
S286-24,2023-2024,SUB04,68,3
S010-24,2023-2024,SUB03,52,8
S288-24,2023-2024,SUB01,86,3
S290-25,2024-2025,SUB01,76,3
S506-25,2024-2025,SUB02,54,7
S575-25,2024-2025,SUB02,54,7
S294-25,2024-2025,SUB01,93,3
S298-24,2023-2024,SUB04,69,3
S788-25,2024-2025,SUB03,52,8
S789-25,2024-2025,SUB02,54,7
S308-25,2024-2025,SUB04,58,3
S309-25,2024-2025,SUB05,62,3
S880-24,2023-2024,SUB03,52,8
S312-24,2023-2024,SUB01,48,3
S051-25,2024-2025,SUB02,54,6
S314-24,2023-2024,SUB04,58,3
S120-25,2024-2025,SUB02,54,6
S163-25,2024-2025,SUB03,52,7
S395-25,2024-2025,SUB02,54,6
S316-24,2023-2024,SUB05,54,3
S935-24,2023-2024,SUB03,52,7
S323-25,2024-2025,SUB01,90,3
S424-25,2024-2025,SUB02,54,6
S272-24,2023-2024,SUB03,52,6
S599-24,2023-2024,SUB03,52,6
S326-25,2024-2025,SUB04,74,3
S168-25,2024-2025,SUB03,52,5
S332-25,2024-2025,SUB04,79,3
S332-25,2024-2025,SUB05,64,3
S790-24,2023-2024,SUB03,52,5
S337-25,2024-2025,SUB05,43,3
S340-24,2023-2024,SUB01,53,3
S341-25,2024-2025,SUB05,53,3
S342-24,2023-2024,SUB01,68,3
S089-25,2024-2025,SUB02,54,5
S342-24,2023-2024,SUB04,60,3
S343-24,2023-2024,SUB04,88,3
S348-25,2024-2025,SUB04,65,3
S349-25,2024-2025,SUB04,58,3
S352-25,2024-2025,SUB05,68,3
S353-24,2023-2024,SUB04,52,3
S510-24,2023-2024,SUB02,54,5
S089-25,2024-2025,SUB03,52,4
S359-24,2023-2024,SUB01,71,3
S359-24,2023-2024,SUB04,43,3
S294-25,2024-2025,SUB02,54,4
S385-25,2024-2025,SUB03,52,4
S366-25,2024-2025,SUB01,95,3
S368-24,2023-2024,SUB04,,3
S341-25,2024-2025,SUB02,54,4
S565-24,2023-2024,SUB02,54,4
S851-25,2024-2025,SUB02,54,4
S377-25,2024-2025,SUB04,67,3
S247-25,2024-2025,SUB02,54,3
S385-25,2024-2025,SUB04,59,3
S387-25,2024-2025,SUB04,71,3
S976-25,2024-2025,SUB02,54,3
S388-25,2024-2025,SUB05,57,3
S110-24,2023-2024,SUB02,54,2
S389-24,2023-2024,SUB05,66,3
S392-24,2023-2024,SUB01,86,3
S043-25,2024-2025,SUB02,54,
S392-24,2023-2024,SUB05,93,3
S513-25,2024-2025,SUB03,52,4
S394-24,2023-2024,SUB01,79,3
S395-25,2024-2025,SUB01,91,3
S043-25,2024-2025,SUB02,54,
S875-24,2023-2024,SUB03,52,4
S151-24,2023-2024,SUB02,53,7
S399-25,2024-2025,SUB01,56,3
S401-25,2024-2025,SUB05,63,3
S403-25,2024-2025,SUB01,49,3
S406-24,2023-2024,SUB01,85,3
S408-25,2024-2025,SUB01,77,3
S410-25,2024-2025,SUB01,68,3
S411-25,2024-2025,SUB04,53,3
S048-25,2024-2025,SUB03,52,3
S417-25,2024-2025,SUB01,60,3
S417-25,2024-2025,SUB05,,3
S418-24,2023-2024,SUB05,41,3
S402-24,2023-2024,SUB02,53,7
S159-25,2024-2025,SUB02,53,7
S076-25,2024-2025,SUB03,52,3
S423-25,2024-2025,SUB01,78,3
S425-24,2023-2024,SUB04,78,3
S858-25,2024-2025,SUB03,52,3
S521-25,2024-2025,SUB03,52,2
S600-25,2024-2025,SUB03,52,2
S433-24,2023-2024,SUB05,83,3
S435-24,2023-2024,SUB04,74,3
S832-24,2023-2024,SUB02,53,6
S953-25,2024-2025,SUB03,52,2
S438-24,2023-2024,SUB04,55,3
S439-24,2023-2024,SUB05,79,3
S133-24,2023-2024,SUB02,53,5
S240-24,2023-2024,SUB02,53,5
S444-25,2024-2025,SUB01,44,3
S142-25,2024-2025,SUB03,52,1
S445-24,2023-2024,SUB01,72,3
S446-24,2023-2024,SUB01,67,3
S446-24,2023-2024,SUB04,52,3
S446-24,2023-2024,SUB05,45,3
S776-25,2024-2025,SUB03,52,1
S448-24,2023-2024,SUB05,46,3
S120-25,2024-2025,SUB03,51,7
S450-25,2024-2025,SUB01,62,3
S943-24,2023-2024,SUB03,51,7
S414-25,2024-2025,SUB02,53,5
S459-24,2023-2024,SUB04,,3
S459-24,2023-2024,SUB05,94,3
S460-24,2023-2024,SUB05,42,3
S462-25,2024-2025,SUB04,83,3
S465-24,2023-2024,SUB01,43,3
S460-24,2023-2024,SUB02,53,5
S472-24,2023-2024,SUB05,60,3
S358-25,2024-2025,SUB03,51,8
S475-24,2023-2024,SUB05,90,3
S492-25,2024-2025,SUB02,53,4
S897-25,2024-2025,SUB02,53,4
S948-24,2023-2024,SUB03,51,8
S484-24,2023-2024,SUB04,61,3
S485-25,2024-2025,SUB04,62,3
S399-25,2024-2025,SUB03,51,7
S491-25,2024-2025,SUB01,94,3
S495-25,2024-2025,SUB01,51,3
S495-25,2024-2025,SUB04,70,3
S1000-25,2024-2025,SUB02,53,4
S474-25,2024-2025,SUB03,51,7
S803-25,2024-2025,SUB03,51,7
S505-25,2024-2025,SUB05,,3
S506-25,2024-2025,SUB04,,3
S211-25,2024-2025,SUB03,51,6
S508-25,2024-2025,SUB04,41,3
S961-24,2023-2024,SUB02,53,3
S510-24,2023-2024,SUB05,88,3
S514-24,2023-2024,SUB05,61,3
S519-25,2024-2025,SUB01,66,3
S852-25,2024-2025,SUB02,53,1
S519-25,2024-2025,SUB04,82,3
S577-24,2023-2024,SUB02,53,
S524-24,2023-2024,SUB05,94,3
S525-24,2023-2024,SUB04,94,3
S676-25,2024-2025,SUB03,51,6
S528-24,2023-2024,SUB01,81,3
S529-25,2024-2025,SUB04,74,3
S529-25,2024-2025,SUB05,79,3
S532-24,2023-2024,SUB04,75,3
S638-25,2024-2025,SUB02,53,
S124-25,2024-2025,SUB03,51,5
S539-25,2024-2025,SUB04,81,3
S540-25,2024-2025,SUB05,40,3
S546-24,2023-2024,SUB01,71,3
S551-24,2023-2024,SUB05,75,3
S667-25,2024-2025,SUB03,51,4
S555-24,2023-2024,SUB01,70,3
S555-24,2023-2024,SUB05,65,3
S693-25,2024-2025,SUB02,52,8
S559-25,2024-2025,SUB05,52,3
S828-25,2024-2025,SUB03,51,4
S949-25,2024-2025,SUB03,51,4
S563-24,2023-2024,SUB05,57,3
S565-24,2023-2024,SUB04,95,3
S687-24,2023-2024,SUB03,51,3
S570-24,2023-2024,SUB01,78,3
S571-25,2024-2025,SUB05,42,3
S575-25,2024-2025,SUB01,81,3
S576-24,2023-2024,SUB01,61,3
S587-25,2024-2025,SUB04,47,3
S592-24,2023-2024,SUB01,56,3
S629-24,2023-2024,SUB02,52,7
S707-25,2024-2025,SUB02,52,7
S712-25,2024-2025,SUB03,51,3
S600-25,2024-2025,SUB04,78,3
S602-24,2023-2024,SUB01,73,3
S604-24,2023-2024,SUB01,57,3
S605-25,2024-2025,SUB04,41,3
S464-25,2024-2025,SUB02,52,6
S750-24,2023-2024,SUB03,51,3
S680-24,2023-2024,SUB02,52,6
S639-25,2024-2025,SUB03,51,2
S859-24,2023-2024,SUB02,52,6
S615-24,2023-2024,SUB01,51,3
S615-24,2023-2024,SUB04,69,3
S036-24,2023-2024,SUB02,52,5
S617-24,2023-2024,SUB04,75,3
S617-24,2023-2024,SUB05,68,3
S825-24,2023-2024,SUB03,51,2
S620-25,2024-2025,SUB04,42,3
S621-24,2023-2024,SUB04,,3
S622-24,2023-2024,SUB04,48,3
S626-25,2024-2025,SUB01,87,3
S626-25,2024-2025,SUB04,70,3
S628-24,2023-2024,SUB01,88,3
S637-25,2024-2025,SUB03,51,1
S631-25,2024-2025,SUB04,77,3
S554-25,2024-2025,SUB03,51,
S264-24,2023-2024,SUB02,52,5
S137-24,2023-2024,SUB03,50,7
S634-25,2024-2025,SUB05,75,3
S635-25,2024-2025,SUB05,,3
S637-25,2024-2025,SUB01,36,3
S637-25,2024-2025,SUB04,37,3
S968-25,2024-2025,SUB02,52,4
S642-25,2024-2025,SUB04,49,3
S647-25,2024-2025,SUB01,46,3
S488-25,2024-2025,SUB03,50,8
S651-24,2023-2024,SUB01,80,3
S961-24,2023-2024,SUB03,50,8
S653-24,2023-2024,SUB04,80,3
S381-24,2023-2024,SUB02,52,3
S667-25,2024-2025,SUB01,62,3
S871-25,2024-2025,SUB03,50,7
S667-25,2024-2025,SUB04,44,3
S667-25,2024-2025,SUB05,61,3
S669-25,2024-2025,SUB01,64,3
S834-24,2023-2024,SUB03,50,6
S671-24,2023-2024,SUB05,49,3
S992-25,2024-2025,SUB03,50,6
S389-24,2023-2024,SUB02,52,3
S052-25,2024-2025,SUB03,50,5
S678-25,2024-2025,SUB01,47,3
S511-24,2023-2024,SUB02,52,2
S681-25,2024-2025,SUB04,53,3
S683-24,2023-2024,SUB01,68,3
S022-25,2024-2025,SUB02,52,
S877-25,2024-2025,SUB03,50,4
S041-25,2024-2025,SUB03,50,3
S691-24,2023-2024,SUB04,52,3
S697-24,2023-2024,SUB05,92,3
S292-25,2024-2025,SUB03,50,3
S379-24,2023-2024,SUB02,52,
S525-24,2023-2024,SUB03,50,3
S705-24,2023-2024,SUB04,44,3
S707-25,2024-2025,SUB04,,3
S671-24,2023-2024,SUB02,52,
S597-25,2024-2025,SUB03,50,3
S742-24,2023-2024,SUB03,50,3
S715-24,2023-2024,SUB04,44,3
S546-24,2023-2024,SUB02,51,7
S718-24,2023-2024,SUB04,60,3
S719-25,2024-2025,SUB05,58,3
S720-25,2024-2025,SUB05,89,3
S775-24,2023-2024,SUB02,51,7
S722-24,2023-2024,SUB04,,3
S723-25,2024-2025,SUB04,61,3
S725-24,2023-2024,SUB05,93,3
S157-24,2023-2024,SUB03,50,2
S911-25,2024-2025,SUB03,50,2
S730-24,2023-2024,SUB05,89,3
S731-24,2023-2024,SUB05,57,3
S439-24,2023-2024,SUB02,51,8
S814-24,2023-2024,SUB02,51,8
S736-24,2023-2024,SUB01,76,3
S737-25,2024-2025,SUB04,60,3
S738-25,2024-2025,SUB01,59,3
S741-25,2024-2025,SUB01,59,3
S743-24,2023-2024,SUB01,84,3
S037-24,2023-2024,SUB02,51,7
S035-25,2024-2025,SUB03,50,
S481-24,2023-2024,SUB02,51,7
S751-24,2023-2024,SUB01,47,3
S754-24,2023-2024,SUB01,64,3
S756-24,2023-2024,SUB04,40,3
S093-24,2023-2024,SUB03,50,
S761-24,2023-2024,SUB04,64,3
S762-24,2023-2024,SUB01,90,3
S713-25,2024-2025,SUB03,50,
S763-25,2024-2025,SUB01,69,3
S729-24,2023-2024,SUB03,49,7
S766-25,2024-2025,SUB04,42,3
S766-25,2024-2025,SUB05,88,3
S768-25,2024-2025,SUB04,46,3
S277-24,2023-2024,SUB02,51,5
S514-24,2023-2024,SUB03,49,8
S173-24,2023-2024,SUB03,49,6
S776-25,2024-2025,SUB05,52,3
S778-24,2023-2024,SUB01,79,3
S238-25,2024-2025,SUB03,49,6
S778-24,2023-2024,SUB04,89,3
S778-24,2023-2024,SUB05,53,3
S779-25,2024-2025,SUB01,50,3
S540-25,2024-2025,SUB03,49,6
S600-25,2024-2025,SUB02,51,5
S247-25,2024-2025,SUB03,49,5
S781-24,2023-2024,SUB05,81,3
S813-25,2024-2025,SUB02,51,5
S788-25,2024-2025,SUB01,46,3
S789-25,2024-2025,SUB04,83,3
S792-24,2023-2024,SUB01,77,3
S792-24,2023-2024,SUB05,53,3
S794-24,2023-2024,SUB01,87,3
S452-24,2023-2024,SUB02,51,2
S794-24,2023-2024,SUB05,68,3
S527-25,2024-2025,SUB03,49,5
S800-25,2024-2025,SUB01,75,3
S021-25,2024-2025,SUB03,49,4
S801-24,2023-2024,SUB05,78,3
S804-25,2024-2025,SUB04,51,3
S808-25,2024-2025,SUB01,59,3
S810-25,2024-2025,SUB01,47,3
S812-24,2023-2024,SUB04,78,3
S815-24,2023-2024,SUB01,63,3
S817-24,2023-2024,SUB01,65,3
S123-24,2023-2024,SUB02,51,
S197-25,2024-2025,SUB02,50,7
S822-24,2023-2024,SUB05,78,3
S285-25,2024-2025,SUB03,49,3
S703-24,2023-2024,SUB03,49,3
S827-24,2023-2024,SUB01,72,3
S832-24,2023-2024,SUB05,51,3
S777-25,2024-2025,SUB03,49,2
S083-24,2023-2024,SUB03,49,
S839-25,2024-2025,SUB01,86,3
S911-25,2024-2025,SUB02,50,7
S889-24,2023-2024,SUB02,50,8
S842-25,2024-2025,SUB01,48,3
S842-25,2024-2025,SUB05,75,3
S843-24,2023-2024,SUB04,47,3
S844-24,2023-2024,SUB01,81,3
S849-24,2023-2024,SUB04,77,3
S331-24,2023-2024,SUB02,50,7
S138-24,2023-2024,SUB03,49,
S851-25,2024-2025,SUB05,80,3
S852-25,2024-2025,SUB04,62,3
S852-25,2024-2025,SUB05,50,3
S855-24,2023-2024,SUB01,95,3
S738-25,2024-2025,SUB02,50,7
S156-25,2024-2025,SUB03,49,
S858-25,2024-2025,SUB04,52,3
S858-25,2024-2025,SUB05,67,3
S859-24,2023-2024,SUB04,54,3
S860-25,2024-2025,SUB05,33,3
S862-24,2023-2024,SUB01,40,3
S526-25,2024-2025,SUB02,50,6
S863-25,2024-2025,SUB05,40,3
S867-24,2023-2024,SUB01,62,3
S769-25,2024-2025,SUB02,50,6
S870-24,2023-2024,SUB04,55,3
S870-24,2023-2024,SUB05,45,3
S874-24,2023-2024,SUB01,40,3
S616-25,2024-2025,SUB03,49,
S879-25,2024-2025,SUB04,88,3
S880-24,2023-2024,SUB04,,3
S237-24,2023-2024,SUB03,48,7
S883-24,2023-2024,SUB01,76,3
S886-24,2023-2024,SUB01,,3
S466-24,2023-2024,SUB02,50,5
S887-24,2023-2024,SUB04,50,3
S888-24,2023-2024,SUB04,59,3
S520-25,2024-2025,SUB03,48,7
S892-25,2024-2025,SUB04,79,3
S896-25,2024-2025,SUB01,59,3
S896-25,2024-2025,SUB05,61,3
S369-25,2024-2025,SUB03,48,8
S910-25,2024-2025,SUB01,77,3
S913-25,2024-2025,SUB02,50,4
S914-25,2024-2025,SUB01,91,3
S770-24,2023-2024,SUB03,48,8
S916-25,2024-2025,SUB01,40,3
S021-25,2024-2025,SUB02,50,2
S026-24,2023-2024,SUB03,48,7
S921-25,2024-2025,SUB05,73,3
S925-25,2024-2025,SUB05,69,3
S926-24,2023-2024,SUB01,47,3
S931-24,2023-2024,SUB01,66,3
S412-25,2024-2025,SUB02,50,2
S933-25,2024-2025,SUB05,76,3
S201-24,2023-2024,SUB02,49,7
S229-25,2024-2025,SUB02,49,7
S943-24,2023-2024,SUB04,46,3
S200-25,2024-2025,SUB02,49,5
S200-25,2024-2025,SUB03,48,7
S949-25,2024-2025,SUB04,47,3
S409-24,2023-2024,SUB02,49,4
S437-24,2023-2024,SUB02,49,3
S958-25,2024-2025,SUB05,53,3
S960-25,2024-2025,SUB05,44,3
S794-24,2023-2024,SUB02,49,3
S962-25,2024-2025,SUB01,53,3
S962-25,2024-2025,SUB05,71,3
S963-25,2024-2025,SUB01,51,3
S964-25,2024-2025,SUB01,86,3
S964-25,2024-2025,SUB05,44,3
S955-25,2024-2025,SUB03,48,7
S955-25,2024-2025,SUB03,48,7
S966-25,2024-2025,SUB04,62,3
S969-24,2023-2024,SUB05,40,3
S850-25,2024-2025,SUB02,49,3
S972-24,2023-2024,SUB01,45,3
S972-24,2023-2024,SUB04,59,3
S121-25,2024-2025,SUB03,48,6
S189-24,2023-2024,SUB03,48,6
S374-25,2024-2025,SUB02,49,2
S556-24,2023-2024,SUB03,48,6
S978-25,2024-2025,SUB01,52,3
S980-25,2024-2025,SUB04,55,3
S981-24,2023-2024,SUB04,45,3
S982-24,2023-2024,SUB04,70,3
S983-25,2024-2025,SUB01,40,3
S984-25,2024-2025,SUB01,75,3
S985-24,2023-2024,SUB04,84,3
S427-25,2024-2025,SUB02,49,2
S989-24,2023-2024,SUB01,84,3
S030-25,2024-2025,SUB02,49,1
S993-25,2024-2025,SUB04,43,3
S993-25,2024-2025,SUB05,94,3
S153-25,2024-2025,SUB02,49,1
S994-24,2023-2024,SUB05,91,3
S999-24,2023-2024,SUB04,62,3
S435-24,2023-2024,SUB04,74,3
S219-25,2024-2025,SUB03,48,5
S098-25,2024-2025,SUB02,48,7
S827-24,2023-2024,SUB03,48,4
S006-25,2024-2025,SUB04,82,2
S010-24,2023-2024,SUB04,78,2
S012-24,2023-2024,SUB05,62,2
S013-24,2023-2024,SUB05,50,2
S014-24,2023-2024,SUB04,51,2
S557-25,2024-2025,SUB02,48,7
S017-25,2024-2025,SUB04,62,2
S179-24,2023-2024,SUB03,48,2
S018-24,2023-2024,SUB05,78,2
S430-24,2023-2024,SUB03,48,0
S689-25,2024-2025,SUB03,47,7
S143-25,2024-2025,SUB02,48,7
S978-25,2024-2025,SUB02,48,8
S909-25,2024-2025,SUB03,47,7
S029-24,2023-2024,SUB04,83,2
S108-24,2023-2024,SUB02,48,7
S705-24,2023-2024,SUB02,48,7
S035-25,2024-2025,SUB05,,2
S039-24,2023-2024,SUB04,43,2
S039-24,2023-2024,SUB05,86,2
S042-24,2023-2024,SUB01,83,2
S043-25,2024-2025,SUB05,83,2
S281-24,2023-2024,SUB02,48,5
S047-24,2023-2024,SUB01,74,2
S009-24,2023-2024,SUB03,47,8
S048-25,2024-2025,SUB05,82,2
S050-25,2024-2025,SUB05,91,2
S051-25,2024-2025,SUB01,53,2
S055-25,2024-2025,SUB01,89,2
S220-24,2023-2024,SUB03,47,8
S060-25,2024-2025,SUB01,44,2
S062-24,2023-2024,SUB05,,2
S355-25,2024-2025,SUB03,47,7
S063-24,2023-2024,SUB04,51,2
S401-25,2024-2025,SUB03,47,7
S069-24,2023-2024,SUB01,46,2
S070-25,2024-2025,SUB01,61,2
S103-25,2024-2025,SUB03,47,6
S649-24,2023-2024,SUB02,48,5
S271-25,2024-2025,SUB02,48,4
S969-24,2023-2024,SUB03,47,6
S046-25,2024-2025,SUB03,47,5
S076-25,2024-2025,SUB04,74,2
S076-25,2024-2025,SUB05,44,2
S078-24,2023-2024,SUB04,55,2
S079-25,2024-2025,SUB04,56,2
S079-25,2024-2025,SUB05,67,2
S055-25,2024-2025,SUB02,48,3
S299-25,2024-2025,SUB03,47,5
S084-25,2024-2025,SUB04,62,2
S086-24,2023-2024,SUB01,67,2
S091-24,2023-2024,SUB01,80,2
S091-24,2023-2024,SUB05,77,2
S092-25,2024-2025,SUB04,64,2
S092-25,2024-2025,SUB05,52,2
S093-24,2023-2024,SUB04,59,2
S095-24,2023-2024,SUB01,49,2
S735-24,2023-2024,SUB02,48,3
S711-25,2024-2025,SUB03,47,4
S098-25,2024-2025,SUB05,69,2
S205-25,2024-2025,SUB03,47,3
S746-24,2023-2024,SUB02,48,3
S104-25,2024-2025,SUB01,71,2
S105-25,2024-2025,SUB05,77,2
S106-25,2024-2025,SUB05,78,2
S108-24,2023-2024,SUB04,73,2
S938-24,2023-2024,SUB02,48,3
S111-25,2024-2025,SUB04,59,2
S804-25,2024-2025,SUB02,47,7
S112-25,2024-2025,SUB05,67,2
S155-25,2024-2025,SUB02,47,7
S118-24,2023-2024,SUB04,76,2
S119-24,2023-2024,SUB04,71,2
S119-24,2023-2024,SUB05,66,2
S259-25,2024-2025,SUB03,47,3
S785-25,2024-2025,SUB03,47,3
S864-24,2023-2024,SUB02,47,7
S174-24,2023-2024,SUB03,47,2
S133-24,2023-2024,SUB04,81,2
S134-24,2023-2024,SUB01,82,2
S438-24,2023-2024,SUB02,47,6
