student_id,academic_year,dropout_flag,dropout_date,dropout_stage,dropout_reason,overall_attendance_percentage,family_income_band,academic_score,institution_code,age_at_enrollment,gender
H1826-23,2022-2023,0,,,,43,High,68,INST01,23,Male
H912-22,2021-2022,1,14-06-2021,Late,Personal,31,Low,31,INST02,17,Male
H1828-22,2021-2022,0,,,,58,High,79,INST02,18,Female
H1829-21,2020-2021,0,,,,51,Medium,44,INST01,21,MALE
H1830-21,2020-2021,0,,,,45,Low,71,INST02,17,Female
H1831-23,2022-2023,0,,,,83,Medium,54,INST01,25,MALE
H1311-21,2020-2021,1,16-08-2021,Mid,Academic,31,Low,31,INST02,25,MALE
H1833-23,2022-2023,0,,,,67,Medium,66,INST01,22,female
H1834-21,2020-2021,0,,,,77,Low,37,INST01,23,MALE
H333-21,2020-2021,1,10-12-2021,Early,Personal,28,High,31,INST02,21,male
H653-21,2020-2021,1,04-08-2021,Late,Academic,27,Low,31,INST01,17,male
H1158-22,2021-2022,1,23-06-2021,Early,Personal,27,Medium,31,INST02,21,male
H1838-21,2020-2021,0,,,,90,High,75,INST01,24,
H1250-22,2021-2022,1,01-07-2021,Mid,Health,26,High,31,INST01,18,MALE
H238-21,2020-2021,1,04-11-2021,Late,Academic,25,High,31,INST01,24,FEMALE
H1849-23,2022-2023,1,21-01-2022,Late,Academic,25,Medium,31,INST01,22,Male
H131-22,2021-2022,1,11-02-2022,Early,Academic,85,Medium,30,INST02,24,female
H767-21,2020-2021,1,07-08-2021,Late,Financial,54,High,30,INST02,17,male
H1844-22,2021-2022,0,,,,46,Medium,49,INST01,25,female
H1448-21,2020-2021,1,18-11-2021,Early,Financial,54,Low,30,INST01,22,MALE
H288-22,2021-2022,1,21-01-2022,Mid,Academic,53,Medium,30,INST01,20,MALE
H1847-22,2021-2022,0,,,,32,Low,70,INST02,21,male
H1848-22,2021-2022,0,,,,30,Medium,38,INST02,17,female
H535-23,2022-2023,1,28-03-2022,Early,Financial,53,High,30,INST02,24,FEMALE
H1850-21,2020-2021,0,,,,48,Low,69,INST01,20,male
H1851-23,2022-2023,0,,,,45,High,83,INST01,25,female
H1076-22,2021-2022,1,04-12-2021,Early,Academic,53,Low,30,INST01,17,Female
H1853-22,2021-2022,0,,,,62,Low,43,INST02,19,female
H1854-21,2020-2021,0,,,,50,High,83,INST01,22,male
H1855-22,2021-2022,0,,,,49,Medium,36,INST01,25,female
H1856-21,2020-2021,0,,,,75,Medium,41,INST02,18,Female
H935-23,2022-2023,1,01-11-2021,Late,Health,52,High,30,INST02,19,female
H1858-22,2021-2022,0,,,,39,High,48,INST01,22,MALE
H1043-23,2022-2023,1,11-01-2022,Early,Financial,52,High,30,INST02,17,MALE
H1860-23,2022-2023,0,,,,66,High,84,INST02,24,Male
H1861-21,2020-2021,0,,,,91,Low,60,INST02,21,MALE
H1925-22,2021-2022,1,23-02-2022,Mid,Academic,52,Low,30,INST02,18,male
H1863-23,2022-2023,0,,,,31,Low,74,INST01,18,MALE
H1864-21,2020-2021,0,,,,31,Low,77,INST01,24,male
H1865-23,2022-2023,0,,,,69,Low,35,INST01,23,male
H1760-22,2021-2022,1,06-12-2021,Mid,Health,51,Medium,30,INST01,18,MALE
H1867-23,2022-2023,0,,,,35,Medium,45,INST02,23,Female
H672-21,2020-2021,1,22-10-2021,Late,Health,50,Low,30,INST02,18,FEMALE
H1869-21,2020-2021,0,,,,55,Low,50,INST01,20,MALE
H1870-23,2022-2023,0,,,,79,High,75,INST01,19,female
H473-22,2021-2022,1,29-10-2021,Early,Personal,48,Medium,30,INST01,19,Female
H1872-22,2021-2022,0,,,,61,Medium,57,INST01,18,FEMALE
H1133-22,2021-2022,1,10-10-2021,Late,Academic,48,,30,INST01,17,female
H1874-23,2022-2023,0,,,,43,Medium,89,INST02,18,Male
H1505-21,2020-2021,1,02-12-2021,Early,Personal,48,Low,30,INST02,22,Female
H1876-22,2021-2022,0,,,,90,Low,64,INST02,19,male
H1877-22,2021-2022,0,,,,72,Low,82,INST01,24,Male
H320-22,2021-2022,1,10-03-2022,Mid,Financial,47,High,30,INST02,21,male
H1879-22,2021-2022,0,,,,52,High,67,INST01,18,Female
H822-23,2022-2023,1,17-10-2021,Late,Financial,47,,30,INST02,25,FEMALE
H1481-23,2022-2023,1,11-08-2021,Late,Personal,47,High,30,INST01,17,Female
H1882-22,2021-2022,0,,,,42,Medium,79,INST01,24,female
H195-22,2021-2022,1,18-01-2022,Late,Health,46,High,30,INST01,22,female
H999-22,2021-2022,1,02-07-2021,Late,Health,44,Low,30,INST02,24,Female
H1885-21,2020-2021,0,,,,39,High,60,INST02,24,male
H1385-22,2021-2022,1,29-01-2022,Late,Academic,44,Low,30,INST01,25,FEMALE
H478-21,2020-2021,1,07-11-2021,Mid,Personal,43,Low,30,INST02,22,MALE
H548-22,2021-2022,1,26-02-2022,Mid,Health,43,Low,30,INST02,25,MALE
H1889-23,2022-2023,0,,,,68,Low,70,INST01,17,MALE
H1009-22,2021-2022,1,16-11-2021,Early,Academic,43,Low,30,INST01,19,FEMALE
H1891-23,2022-2023,0,,,,40,High,58,INST02,18,Male
H830-23,2022-2023,1,09-12-2021,Late,Health,42,Medium,30,INST02,21,MALE
H1444-21,2020-2021,1,17-02-2022,Late,Academic,42,Low,30,INST02,25,Male
H1938-23,2022-2023,1,13-01-2022,Late,Personal,40,Low,30,INST01,20,male
H115-21,2020-2021,1,22-01-2022,Late,Academic,39,Medium,30,INST02,19,MALE
H1896-22,2021-2022,0,,,,48,Medium,79,INST02,20,MALE
H1897-22,2021-2022,0,,,,33,High,56,INST01,25,female
H1898-23,2022-2023,0,,,,81,Medium,75,INST01,20,male
H1899-21,2020-2021,0,,,,89,High,48,INST02,18,female
H1900-23,2022-2023,0,,,,76,Medium,62,INST02,18,FEMALE
H1901-23,2022-2023,0,,,,68,Low,61,INST02,21,
H1902-22,2021-2022,0,,,,45,Medium,68,INST01,22,
H1903-21,2020-2021,0,,,,80,Medium,47,INST01,23,
H1904-23,2022-2023,0,,,,78,Low,86,INST01,23,
H209-22,2021-2022,1,21-12-2021,Early,Health,39,High,30,INST02,25,Male
H1268-22,2021-2022,1,05-09-2021,Mid,Academic,39,Medium,30,INST02,24,male
H1907-21,2020-2021,0,,,,36,Low,85,INST01,19,
H026-22,2021-2022,1,15-02-2022,Late,Health,37,High,30,INST01,17,FEMALE
H1909-22,2021-2022,0,,,,79,Medium,61,INST01,22,
H1910-21,2020-2021,0,,,,42,High,54,INST02,19,FEMALE
H1911-23,2022-2023,0,,,,41,High,65,INST02,21,Female
H906-22,2021-2022,1,26-12-2021,Late,Financial,37,,30,INST01,20,MALE
H1003-22,2021-2022,1,30-06-2021,Early,Academic,37,Low,30,INST01,20,female
H1914-22,2021-2022,0,,,,73,Low,54,INST02,24,FEMALE
H1278-22,2021-2022,1,28-10-2021,Late,Academic,37,Low,30,INST02,,male
H1916-21,2020-2021,0,,,,70,High,35,INST02,18,MALE
H1536-22,2021-2022,1,30-09-2021,Mid,Health,36,Medium,30,INST01,25,Male
H1622-21,2020-2021,1,06-06-2021,Mid,Academic,36,Medium,30,INST01,21,female
H1919-23,2022-2023,0,,,,77,High,61,INST01,19,female
H554-23,2022-2023,1,31-12-2021,Mid,Health,34,Low,30,INST02,20,male
H1921-23,2022-2023,0,,,,83,High,56,INST01,17,MALE
H441-23,2022-2023,1,20-12-2021,Early,Academic,33,Medium,30,INST01,22,FEMALE
H804-21,2020-2021,1,30-08-2021,Early,Academic,33,High,30,INST02,23,male
H1160-23,2022-2023,1,04-07-2021,Late,Health,33,High,30,INST02,23,Female
H489-23,2022-2023,1,28-07-2021,Late,Personal,31,High,30,INST02,23,Female
H1559-21,2020-2021,1,06-08-2021,Late,Academic,31,High,30,INST01,22,female
H1364-23,2022-2023,1,10-06-2021,Early,Financial,30,High,30,INST01,24,male
H302-23,2022-2023,1,11-03-2022,Mid,Personal,27,Medium,30,INST01,21,male
H449-23,2022-2023,1,07-07-2021,Mid,Financial,27,Low,30,INST02,18,male
H503-21,2020-2021,1,07-01-2022,Late,Personal,26,Medium,30,INST01,25,female
H1931-21,2020-2021,0,,,,43,High,90,INST02,20,male
H1538-23,2022-2023,1,04-01-2022,Early,Academic,26,Medium,30,INST01,20,Female
H1560-21,2020-2021,1,28-08-2021,Mid,Health,26,Medium,30,INST01,18,FEMALE
H398-21,2020-2021,1,18-01-2022,Mid,Health,25,Low,30,INST02,17,FEMALE
H863-22,2021-2022,1,08-12-2021,Mid,Health,,Medium,30,INST02,18,male
H1085-23,2022-2023,1,04-02-2022,Early,Personal,,Low,30,INST01,22,female
H1937-23,2022-2023,0,,,,67,Low,87,INST02,25,Female
H1089-22,2021-2022,1,03-12-2021,Mid,Personal,,Medium,30,INST02,24,FEMALE
H1939-21,2020-2021,0,,,,94,Medium,44,INST01,23,male
H1940-23,2022-2023,0,,,,90,Medium,74,INST02,21,Female
H058-22,2021-2022,1,24-07-2021,Mid,Personal,85,High,,INST02,17,female
H1942-23,2022-2023,0,,,,83,High,35,INST02,19,male
H1943-23,2022-2023,0,,,,79,High,88,INST02,17,Male
H1944-21,2020-2021,0,,,,49,High,61,INST02,20,female
H1323-22,2021-2022,1,26-12-2021,Late,Financial,54,Low,,INST01,17,male
H1330-21,2020-2021,1,27-06-2021,Late,Personal,54,Low,,INST01,20,FEMALE
H1947-23,2022-2023,0,,,,90,Low,37,INST02,24,female
H110-22,2021-2022,1,09-12-2021,Mid,Academic,53,Low,,INST01,23,female
H1949-23,2022-2023,0,,,,83,Low,81,INST02,22,female
H104-22,2021-2022,1,24-12-2021,Late,Academic,51,High,,INST01,25,male
H056-23,2022-2023,1,14-08-2021,Early,Personal,48,Medium,,INST01,25,Female
H1952-22,2021-2022,0,,,,59,High,42,INST01,22,female
H1953-21,2020-2021,0,,,,84,High,40,INST02,21,male
H1326-22,2021-2022,1,06-03-2022,Late,Financial,47,Low,,INST02,18,
H1955-22,2021-2022,0,,,,31,High,81,INST02,25,male
H106-23,2022-2023,1,27-11-2021,Late,Financial,46,High,,INST01,19,MALE
H1957-22,2021-2022,0,,,,94,Low,49,INST02,20,Female
H1958-21,2020-2021,0,,,,79,High,49,INST02,21,male
H1375-21,2020-2021,1,23-01-2022,Mid,Academic,46,Low,,INST01,25,FEMALE
H1960-23,2022-2023,0,,,,87,High,37,INST02,24,Female
H1325-23,2022-2023,1,18-09-2021,Early,Health,45,High,,INST01,21,
H1962-21,2020-2021,0,,,,75,High,42,INST01,18,Female
H1963-23,2022-2023,0,,,,56,High,75,INST02,20,female
H1350-21,2020-2021,1,07-06-2021,Early,Health,45,Medium,,INST01,22,FEMALE
H108-23,2022-2023,1,25-01-2022,Early,Personal,43,Medium,,INST02,23,FEMALE
H1352-21,2020-2021,1,08-03-2022,Mid,Academic,43,Low,,INST02,19,Male
H1967-21,2020-2021,0,,,,73,Low,77,INST02,22,male
H1968-22,2021-2022,0,,,,46,High,52,INST02,25,
H1305-21,2020-2021,1,14-06-2021,Mid,Financial,42,Low,,INST01,18,male
H1970-22,2021-2022,0,,,,89,High,90,INST01,24,
H1971-23,2022-2023,0,,,,56,High,67,INST02,19,
H1972-23,2022-2023,0,,,,81,Medium,35,INST02,23,
H1496-23,2022-2023,1,17-06-2021,Late,Health,40,Low,,INST02,17,female
H1974-22,2021-2022,0,,,,88,Low,53,INST02,25,
H1282-23,2022-2023,1,10-10-2021,Late,Financial,39,Medium,,INST02,22,Female
H1976-23,2022-2023,0,,,,75,High,37,INST01,21,FEMALE
H1977-22,2021-2022,0,,,,77,High,35,INST01,23,Male
H1978-23,2022-2023,0,,,,84,Medium,39,INST02,18,female
H1979-23,2022-2023,0,,,,52,High,78,INST02,17,MALE
H1370-21,2020-2021,1,08-11-2021,Early,Academic,39,Medium,,INST01,23,female
H1393-22,2021-2022,1,21-01-2022,Late,Financial,39,Medium,,INST02,22,MALE
H1395-22,2021-2022,1,23-02-2022,Early,Academic,39,Medium,,INST01,21,Female
H1396-23,2022-2023,1,19-03-2022,Mid,Personal,37,High,,INST01,24,FEMALE
H1416-22,2021-2022,1,15-06-2021,Late,Health,37,Medium,,INST01,20,male
H1302-23,2022-2023,1,29-11-2021,Late,Financial,34,Medium,,INST01,18,male
H1986-22,2021-2022,0,,,,62,Medium,43,INST02,25,Male
H1308-21,2020-2021,1,16-06-2021,Late,Health,34,Medium,,INST02,24,male
H1988-22,2021-2022,0,,,,62,Low,88,INST02,21,Male
H1989-23,2022-2023,0,,,,59,Low,80,INST02,17,Male
H1328-23,2022-2023,1,18-11-2021,Mid,Financial,33,Low,,INST02,17,male
H1373-23,2022-2023,1,10-08-2021,Late,Personal,32,Low,,INST01,23,MALE
H1394-22,2021-2022,1,12-10-2021,Mid,Health,31,Low,,INST01,19,male
H1420-23,2022-2023,1,03-12-2021,Mid,Financial,31,High,,INST02,23,female
H1368-23,2022-2023,1,05-12-2021,Mid,Academic,30,Medium,,INST01,24,female
H1995-22,2021-2022,0,,,,93,Medium,79,INST02,17,MALE
H1996-21,2020-2021,0,,,,76,Medium,62,INST01,18,MALE
H1324-22,2021-2022,1,08-10-2021,Early,Personal,26,High,,INST02,20,
H1307-23,2022-2023,1,24-10-2021,Late,Academic,25,Low,,INST02,20,male
H1329-21,2020-2021,1,18-07-2021,Late,Academic,25,Low,,INST02,20,MALE
H2000-21,2020-2021,0,,,,94,Medium,89,INST02,17,MALE
